OAS2	-12.394874107289
MX1	-12.3824483866861
IFI44L	-12.2000385531042
IFI6	-12.1400340934482
IFI44	-12.0208260957995
XAF1	-12.0098207914532
IFI27	-11.6618714924465
ISG15	-11.5696953170279
OAS1	-11.5390399302603
OAS3	-11.4082186127628
PARP9	-11.3508593785238
IFITM1	-11.3040140623747
IFIT1	-11.253606242455
EPSTI1	-11.0819487247399
BST2	-11.0596213542143
HELZ2	-10.9468764457388
IFIT3	-10.9232034628528
IRF9	-10.8808127853863
IRF7	-10.7597657777827
RSAD2	-10.7492202151174
IFI35	-10.4365361329679
DHX58	-10.4141585488398
CMPK2	-10.3733116309142
STAT1	-10.3481867229594
LGALS9	-10.2240860182641
IFIH1	-10.1698726068297
TRIM14	-10.1354161312266
HERC6	-10.1144574171281
MX2	-10.0141752529729
LY6E	-10.0000205913212
DDX60	-9.8303003596013
CXCL11	-9.77442870426871
PLSCR1	-9.75423019469788
HLA-B	-9.73355506682555
SAMHD1	-9.72543078392954
UBE2L6	-9.71485611346834
SAMD9L	-9.67385329362127
IFIT5	-9.54898657449472
PARP10	-9.43847944306141
RIGI	-9.43343289511064
CXCL10	-9.42341380535774
USP18	-9.39358950210186
DTX3L	-9.28656488278428
IFIT2	-9.23515080642957
DDX60L	-9.14748345914822
TAP1	-9.10029976946116
OASL	-9.0920217841899
EIF2AK2	-9.04006761603801
GBP1	-8.89007602487094
SAMD9	-8.77636435836598
PARP14	-8.69216707929199
HLA-C	-8.67503258391153
SLC15A3	-8.67209433075556
STAT2	-8.65608462842083
APOL1	-8.63673488097518
SP110	-8.55739452112073
HERC5	-8.40295034751897
HES4	-8.37599097017333
IFITM3	-8.33687856356496
TRIM22	-7.95804458129038
TRIM25	-7.9096686946826
TAP2	-7.8913643523189
SHFL	-7.79996700053737
PARP12	-7.71263474291757
PSMB8	-7.69864052581898
ADAR	-7.65090271091463
BATF2	-7.58953164172514
SHISA5	-7.58688273862936
BISPR	-7.52984663665815
SP100	-7.52626815428351
SLC25A28	-7.49931561099784
LAP3	-7.44872278605545
TRIM21	-7.38665143247776
UBA7	-7.34922804223535
UNC93B1	-7.29155473411401
RNF213	-7.26350403874671
PML	-7.24798614456349
RNF31	-7.1484956757243
GBP4	-7.13842661716774
ENSG00000272512	-7.1157614849807
CMTR1	-7.08299292234235
PSMB9	-7.04907514269106
ZC3HAV1	-6.90421610545998
CHMP5	-6.80332975232432
TRIM69	-6.77795407868037
ISG20	-6.75623533781658
B2M	-6.73505105819464
CNP	-6.71615157327452
HLA-F	-6.70947905774036
CLU	-6.48851875467482
THEMIS2	-6.31758894692628
LGALS3BP	-6.28131032966903
PLEKHA4	-6.27358737701601
PHF11	-6.26362379986684
TNFSF10	-6.17124258714351
MYD88	-6.1673074586478
DSP	-6.15640081664294
ANKFY1	-6.14101073081977
GMPR	-6.13968859684622
ADAMTS18	-6.099049959014
AGRN	-6.06359967124076
PNPT1	-6.0108579059174
TRANK1	-5.99709219162026
APOL6	-5.80560026834712
NLRC5	-5.75310397166164
OGFR	-5.70078542113101
SAT1	-5.64095386263171
RBCK1	-5.54586853883828
CCDC194	-5.52184209967528
APOL3	-5.48374431720286
MOV10	-5.38651228432574
FBXO6	-5.38022098238171
EDN1	-5.37354057614093
WARS1	-5.2817507647692
INHBA	-5.2752845489736
CTSS	-5.24047667641431
TLR3	-5.20230997371448
CFB	-5.19503007063562
BMP4	-5.18584191045829
CASP1	-5.17759940390968
TDRD7	-5.14388595708627
PLSCR4	-5.12685047704781
HTR1B	-5.03916960871356
HMGCS1	-5.03335775460516
N4BP1	-5.03238063857277
PSME1	-5.02708386809828
PSME2	-4.99981275692642
GBP3	-4.94909719592384
SPATS2L	-4.94170851448512
PPM1K	-4.94156846134143
HLA-H	-4.93489228410637
JADE2	-4.91790392703097
CCN2	-4.8781865051315
ADPRS	-4.82289054575338
GTPBP1	-4.7939393523719
CD68	-4.78625282422861
NT5E	-4.7421203730961
ZNFX1	-4.72250300281635
ALDH1A1	-4.7114712029531
PTGS1	-4.71120501330015
MCTP1	-4.7042513605128
ETV7	-4.69716298960193
SECTM1	-4.68493357596639
APOL2	-4.65483887325546
MLKL	-4.63301001820299
CX3CL1	-4.59933317432088
ANKRD1	-4.59506926867238
TRIM38	-4.58633811658168
REC8	-4.57505851090216
LIPA	-4.50548772400973
TRIM5	-4.46023377229925
SPNS2	-4.4434804190997
TMEM140	-4.42085779252397
NMI	-4.4191149020886
GBP2	-4.38499835640364
TRIM56	-4.28335192847459
IRF1	-4.27137427764988
COL1A2	-4.24205744322607
NLGN2	-4.19028129818919
ENSG00000275496	-4.17501321969554
MFSD12	-4.12053078495782
ITGB3	-4.11832557037647
LRATD2	-4.05609446797231
IFI16	-4.02700564362026
CAVIN2	-4.0078848929345
AMIGO3	-3.98197586209225
PTX3	-3.97521342788226
HLA-A	-3.97355580917903
NR2F2	-3.93558941035152
ADGRG6	-3.86929821393848
IFI30	-3.83340309288045
TOR1B	-3.81829194027986
TNFSF15	-3.8157703569328
BGN	-3.80114058737193
CCN1	-3.79244604297969
EFEMP1	-3.7884554366286
ACAT2	-3.78138954776156
ERAP1	-3.76243579994124
NTN4	-3.76133809868471
COL8A1	-3.75186090707983
DNAJA1	-3.71582612169282
TREX1	-3.7122109321114
HYI	-3.69697416819214
LGMN	-3.66461962011415
HAPLN3	-3.6405443139799
ENSG00000272941	-3.639642395056
LSS	-3.63530621553937
GDF6	-3.62640261725057
LIPG	-3.62317791762288
