NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
EUKARYOTIC TRANSLATION INITIATION%REACTOME%R-HSA-72613.5	EUKARYOTIC TRANSLATION INITIATION%REACTOME%R-HSA-72613.5	Details ...	116	-0.664222	-2.4757974	0.0	0.0	0.0	4058	tags=59%, list=25%, signal=77%	
CAP-DEPENDENT TRANSLATION INITIATION%REACTOME%R-HSA-72737.4	CAP-DEPENDENT TRANSLATION INITIATION%REACTOME%R-HSA-72737.4	Details ...	116	-0.664222	-2.456787	0.0	0.0	0.0	4058	tags=59%, list=25%, signal=77%	
L13A-MEDIATED TRANSLATIONAL SILENCING OF CERULOPLASMIN EXPRESSION%REACTOME%R-HSA-156827.5	L13A-MEDIATED TRANSLATIONAL SILENCING OF CERULOPLASMIN EXPRESSION%REACTOME%R-HSA-156827.5	Details ...	108	-0.6596432	-2.4549394	0.0	0.0	0.0	4142	tags=58%, list=25%, signal=77%	
GTP HYDROLYSIS AND JOINING OF THE 60S RIBOSOMAL SUBUNIT%REACTOME%R-HSA-72706.4	GTP HYDROLYSIS AND JOINING OF THE 60S RIBOSOMAL SUBUNIT%REACTOME%R-HSA-72706.4	Details ...	109	-0.657631	-2.4334183	0.0	0.0	0.0	4142	tags=58%, list=25%, signal=77%	
FORMATION OF A POOL OF FREE 40S SUBUNITS%REACTOME%R-HSA-72689.3	FORMATION OF A POOL OF FREE 40S SUBUNITS%REACTOME%R-HSA-72689.3	Details ...	98	-0.66346306	-2.4067817	0.0	0.0	0.0	3730	tags=56%, list=23%, signal=72%	
PROTEIN SYNTHESIS: PHENYLALANINE%PATHWHIZ%PW112934	PROTEIN SYNTHESIS: PHENYLALANINE%PATHWHIZ%PW112934	Details ...	80	-0.6602354	-2.362496	0.0	0.0	0.0	3730	tags=56%, list=23%, signal=72%	
PEPTIDE CHAIN ELONGATION%REACTOME%R-HSA-156902.4	PEPTIDE CHAIN ELONGATION%REACTOME%R-HSA-156902.4	Details ...	86	-0.6521359	-2.3621943	0.0	0.0	0.0	3987	tags=57%, list=24%, signal=75%	
SELENOCYSTEINE SYNTHESIS%REACTOME DATABASE ID RELEASE 91%2408557	SELENOCYSTEINE SYNTHESIS%REACTOME DATABASE ID RELEASE 91%2408557	Details ...	90	-0.6417278	-2.3583245	0.0	0.0	0.0	4042	tags=57%, list=25%, signal=75%	
PROTEIN SYNTHESIS: GLYCINE%PATHWHIZ%PW112928	PROTEIN SYNTHESIS: GLYCINE%PATHWHIZ%PW112928	Details ...	79	-0.6605124	-2.352869	0.0	0.0	0.0	3730	tags=57%, list=23%, signal=73%	
PROTEIN SYNTHESIS: THREONINE%PATHWHIZ%PW120525	PROTEIN SYNTHESIS: THREONINE%PATHWHIZ%PW120525	Details ...	79	-0.65669835	-2.3434675	0.0	0.0	0.0	3811	tags=58%, list=23%, signal=75%	
PROTEIN SYNTHESIS: ASPARTIC ACID%SMPDB%SMP0111858	PROTEIN SYNTHESIS: ASPARTIC ACID%SMPDB%SMP0111858	Details ...	79	-0.66439575	-2.3383348	0.0	0.0	0.0	3730	tags=58%, list=23%, signal=75%	
PROTEIN SYNTHESIS: ARGININE%SMPDB%SMP0111853	PROTEIN SYNTHESIS: ARGININE%SMPDB%SMP0111853	Details ...	79	-0.66207314	-2.3345978	0.0	0.0	0.0	3730	tags=58%, list=23%, signal=75%	
PROTEIN SYNTHESIS: TYROSINE%PATHWHIZ%PW120527	PROTEIN SYNTHESIS: TYROSINE%PATHWHIZ%PW120527	Details ...	79	-0.6567904	-2.331895	0.0	0.0	0.0	3730	tags=57%, list=23%, signal=73%	
PROTEIN SYNTHESIS: GLUTAMINE%SMPDB%SMP0111862	PROTEIN SYNTHESIS: GLUTAMINE%SMPDB%SMP0111862	Details ...	79	-0.66182244	-2.327631	0.0	0.0	0.0	3730	tags=58%, list=23%, signal=75%	
PROTEIN SYNTHESIS: PROLINE%PATHWHIZ%PW113695	PROTEIN SYNTHESIS: PROLINE%PATHWHIZ%PW113695	Details ...	79	-0.6622738	-2.3267827	0.0	0.0	0.0	3730	tags=58%, list=23%, signal=75%	
ACTIVATION OF THE MRNA UPON BINDING OF THE CAP-BINDING COMPLEX AND EIFS, AND SUBSEQUENT BINDING TO 43S%REACTOME DATABASE ID RELEASE 91%72662	ACTIVATION OF THE MRNA UPON BINDING OF THE CAP-BINDING COMPLEX AND EIFS, AND SUBSEQUENT BINDING TO 43S%REACTOME DATABASE ID RELEASE 91%72662	Details ...	59	-0.6920064	-2.3241556	0.0	0.0	0.0	4142	tags=63%, list=25%, signal=83%	
TRANSLATION INITIATION COMPLEX FORMATION%REACTOME%R-HSA-72649.4	TRANSLATION INITIATION COMPLEX FORMATION%REACTOME%R-HSA-72649.4	Details ...	58	-0.69721067	-2.3238578	0.0	0.0	0.0	4142	tags=64%, list=25%, signal=85%	
PROTEIN SYNTHESIS: LYSINE%SMPDB%SMP0111874	PROTEIN SYNTHESIS: LYSINE%SMPDB%SMP0111874	Details ...	79	-0.65948504	-2.3232543	0.0	0.0	0.0	3730	tags=57%, list=23%, signal=73%	
PROTEIN SYNTHESIS: VALINE%PATHWHIZ%PW120528	PROTEIN SYNTHESIS: VALINE%PATHWHIZ%PW120528	Details ...	79	-0.65852463	-2.3186197	0.0	0.0	0.0	3730	tags=57%, list=23%, signal=73%	
PROTEIN SYNTHESIS: CYSTEINE%PATHWHIZ%PW112918	PROTEIN SYNTHESIS: CYSTEINE%PATHWHIZ%PW112918	Details ...	79	-0.6581886	-2.3143427	0.0	0.0	0.0	3730	tags=57%, list=23%, signal=73%	
PROTEIN SYNTHESIS: HISTIDINE%PATHWHIZ%PW112929	PROTEIN SYNTHESIS: HISTIDINE%PATHWHIZ%PW112929		79	-0.66221714	-2.312651	0.0	0.0	0.0	3730	tags=58%, list=23%, signal=75%	
FORMATION OF THE TERNARY COMPLEX, AND SUBSEQUENTLY, THE 43S COMPLEX%REACTOME%R-HSA-72695.4	FORMATION OF THE TERNARY COMPLEX, AND SUBSEQUENTLY, THE 43S COMPLEX%REACTOME%R-HSA-72695.4		51	-0.69805706	-2.3098125	0.0	0.0	0.0	3730	tags=61%, list=23%, signal=78%	
